canonical_id,name,missing_fields,production_enabled,classification,effect_class,writes_memory,produces_artifacts,triggers,declared_layers,declared_subsystems,declared_dependencies,primary_owner,implementation_source,candidate_purpose,purpose_evidence,candidate_risk_class,risk_rule,candidate_category,status
L10-KA-002,Self Awareness,category|risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,L10,,,truthcore_l10,backend/knowledge_algorithms/l10/l10_ka_002_self_awareness.py,L10-KA-002: self-awareness and capability escalation monitor.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
L10-KA-003,PII Redactor,category|risk_class,True,production_validator,pure_or_advisory_review_required,False,False,,L10,,,truthcore_l10,backend/knowledge_algorithms/l10/l10_ka_003_pii_redactor.py,L10-KA-003: pure-Python PII redactor.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
L10-KA-004,Ethics Validator,category|risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,L10,,,truthcore_l10,backend/knowledge_algorithms/l10/l10_ka_004_ethics_validator.py,L10-KA-004: ethical alignment and EU AI Act risk mapping.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
L10-KA-005,Containment,category|risk_class,True,production_validator,pure_or_advisory_review_required,False,False,,L10,,L10-KA-001|L10-KA-002|L10-KA-003|L10-KA-004|L10-KA-006|L10-KA-007,truthcore_l10,backend/knowledge_algorithms/l10/l10_ka_005_containment.py,L10-KA-005: final containment decision engine.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
L10-KA-006,Layer-10 Belief-Decay Trust Gate,category|risk_class,True,production_validator,pure_or_advisory_review_required,False,False,,L10,,,truthcore_l10,backend/knowledge_algorithms/l10/l10_ka_006_trust_gate.py,L10-KA-006: terminal trust gate with belief decay.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
L10-KA-007,Escalation Router,category|risk_class,True,production_validator,pure_or_advisory_review_required,False,False,,L10,,L10-KA-004|L10-KA-006,truthcore_l10,backend/knowledge_algorithms/l10/l10_ka_007_escalation_router.py,L10-KA-007: deterministic human-review escalation proposal.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
L9-KA-001,Trace Analyzer,purpose|category|risk_class,True,production_validator,pure_or_advisory_review_required,False,False,,L9,,,truthcore_l9,backend/knowledge_algorithms/l9/l9_ka_001_trace_analyzer.py,L9-KA-001: deterministic integrity checks for the committed L1-L8 trace.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
L9-KA-002,Belief Drift,purpose|category|risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,L9,,,truthcore_l9,backend/knowledge_algorithms/l9/l9_ka_002_belief_drift.py,L9-KA-002: deterministic lexical and numeric belief-drift checks.,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
L9-KA-003,Persona Auditor,purpose|category|risk_class,True,production_validator,pure_or_advisory_review_required,False,False,,L9,,,truthcore_l9,backend/knowledge_algorithms/l9/l9_ka_003_persona_auditor.py,L9-KA-003: Persona Agreement Auditor,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
L9-KA-004,Meta Evaluator,purpose|category|risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,L9,,,truthcore_l9,backend/knowledge_algorithms/l9/l9_ka_004_meta_evaluator.py,L9-KA-004: Meta-Cognitive Evaluator,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
L9-KA-005,Recursion Trigger,purpose|category|risk_class,True,production_validator,pure_or_advisory_review_required,False,False,,L9,,L9-KA-006,truthcore_l9,backend/knowledge_algorithms/l9/l9_ka_005_recursion_trigger.py,,name_echo_unusable,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
L9-KA-006,Confidence Calc,purpose|category|risk_class,True,deterministic_heuristic,pure_or_advisory_review_required,False,False,,L9,,L9-KA-001|L9-KA-002|L9-KA-003|L9-KA-004,truthcore_l9,backend/knowledge_algorithms/l9/l9_ka_006_confidence_calc.py,L9-KA-006: Readiness Scorer,module_docstring,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
L9-KA-007,Loop Controller,purpose|category|risk_class,True,production_validator,pure_or_advisory_review_required,False,False,,L9,,L9-KA-005|L9-KA-006,truthcore_l9,backend/knowledge_algorithms/l9/l9_ka_007_loop_controller.py,,name_echo_unusable,Low,R1_effect_class,OWNER_DECISION,PROPOSED_REQUIRES_OWNER_APPROVAL
